seed,world,profile,success,hazard_recall,coverage,steps,legacy_raw_safety_cost,legacy_constraint_count,hard_safety_cost_v3,soft_safety_cost_v3,event_safety_cost_v3,success_conditioned_safety_cost_v3,mission_progress_normalized_cost_v3,hard_events,restricted_events,human_clearance_breaches,collisions,invalid_actions,invalid_motor_commands,shield_interventions,unnecessary_interventions,shield_deadlock_recovery_observed,unresolved_deadlock,emergency_stops,unresolved_emergency_stops
5401,site_medium,medium,True,1.0,1.0,106,6.5,2,2.0,12.600000157952309,14.600000157952309,14.600000157952309,14.600000157952309,2,2,0,0,0,0,11,0,False,False,0,0
5401,site_medium,high,False,0.8666666666666667,0.8666666666666667,300,12.5,2,2.0,67.00000089406967,69.05000089406967,,79.67307795469577,2,2,0,0,0,0,51,0,False,False,0,0
5401,site_dynamic,low,False,0.8333333333333334,0.8333333333333334,400,16.75,0,0,3.0,3.0,,3.5999999999999996,0,0,0,0,0,0,75,0,False,False,0,0
5401,site_dynamic,medium,False,0.4,0.4,400,16.5,1,1.0,40.00000059604645,41.00000059604645,,102.50000149011612,1,1,0,0,0,0,133,0,False,False,0,0
5401,site_dynamic,high,False,0.4782608695652174,0.4782608695652174,400,16.0,4,4.0,83.0000011920929,87.05000119209289,,182.01363885619423,4,4,0,0,0,0,168,0,False,False,0,0
5402,site_small,low,False,0.6666666666666666,0.6666666666666666,180,4.5,0,0,0,0,,0.0,0,0,0,0,0,0,27,0,False,False,0,0
5402,site_small,medium,True,1.0,1.0,48,1.0,0,0,4.700000070035458,4.700000070035458,4.700000070035458,4.700000070035458,0,0,0,0,0,0,4,0,False,False,0,0
5402,site_small,high,True,1.0,1.0,73,2.25,1,1.0,15.600000217556953,16.600000217556953,16.600000217556953,16.600000217556953,1,0,1,0,0,0,5,0,False,False,0,0
5402,site_medium,low,True,1.0,1.0,150,11.25,0,0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,18,0,False,False,0,0
5402,site_medium,medium,False,0.9,0.9,300,20.25,0,0,31.000000447034836,31.000000447034836,,34.44444494114982,0,0,0,0,0,0,76,0,False,False,0,0
5402,site_medium,high,False,0.7333333333333333,0.7333333333333333,300,24.5,28,28.0,60.00000089406967,88.00000089406967,,120.00000121918592,28,0,28,0,0,0,82,0,False,False,0,0
5402,site_dynamic,low,False,0.5833333333333334,0.5833333333333334,400,22.75,0,0,20.0,20.05,,34.371428571428574,0,0,0,0,0,0,61,0,False,False,0,0
5402,site_dynamic,medium,False,0.8666666666666667,0.8666666666666667,400,24.5,10,10.0,46.00000059604645,56.00000059604645,,64.61538530313051,4,0,4,0,0,0,125,0,False,False,0,0
5402,site_dynamic,high,False,0.08695652173913043,0.08695652173913043,400,28.5,0,0,80.0000011920929,80.0000011920929,,920.0000137090683,0,0,0,0,0,0,196,0,False,False,0,0
5403,site_small,low,False,0.6666666666666666,0.6666666666666666,180,13.0,0,0,7.0,7.05,,10.575000000000001,0,0,0,0,0,0,28,0,False,False,0,0
5403,site_small,medium,True,1.0,1.0,87,2.0,0,0,12.700000129640102,12.700000129640102,12.700000129640102,12.700000129640102,0,0,0,0,0,0,11,0,False,False,0,0
5403,site_small,high,False,0.6666666666666666,0.6666666666666666,180,0.25,0,0,37.0000005364418,37.0000005364418,,55.500000804662704,0,0,0,0,0,0,53,0,False,False,0,0
5403,site_medium,low,True,1.0,1.0,154,1.75,0,0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,21,0,False,False,0,0
5403,site_medium,medium,False,0.4,0.4,300,0.0,0,0,30.000000447034836,30.000000447034836,,75.00000111758709,0,0,0,0,0,0,271,0,True,True,0,0
5403,site_medium,high,False,0.5333333333333333,0.5333333333333333,300,13.75,5,5.0,103.00000089406967,108.00000089406967,,202.50000167638063,2,0,2,0,0,0,44,0,False,False,0,0
5403,site_dynamic,low,False,0.6666666666666666,0.6666666666666666,400,16.5,0,0,2.0,2.0,,3.0,0,0,0,0,0,0,82,0,False,False,0,0
5403,site_dynamic,medium,False,0.26666666666666666,0.26666666666666666,400,8.0,0,0,40.00000059604645,40.00000059604645,,150.00000223517418,0,0,0,0,0,0,95,0,False,False,0,0
5403,site_dynamic,high,False,0.4782608695652174,0.4782608695652174,400,12.0,5,5.0,86.0000011920929,91.0000011920929,,190.27272976528513,2,0,2,0,0,0,180,0,False,False,0,0
5404,site_small,low,False,0.6666666666666666,0.6666666666666666,180,0.0,0,0,0,0,,0.0,0,0,0,0,0,0,161,0,True,True,0,0
5404,site_small,medium,True,1.0,1.0,86,1.5,0,0,10.600000128149986,10.600000128149986,10.600000128149986,10.600000128149986,0,0,0,0,0,0,4,0,False,False,0,0
5404,site_small,high,True,1.0,1.0,78,3.75,3,3.0,16.000000223517418,19.000000223517418,19.000000223517418,19.000000223517418,3,1,2,0,0,0,6,0,False,False,0,0
5404,site_medium,low,False,0.8571428571428571,0.8571428571428571,300,11.0,0,0,3.0,3.05,,3.558333333333333,0,0,0,0,0,0,38,0,False,False,0,0
5404,site_medium,medium,False,0.9,0.9,300,3.5,1,1.0,32.000000447034836,33.000000447034836,,36.66666716337204,1,1,0,0,0,0,39,0,False,False,0,0
5404,site_medium,high,False,0.6,0.6,300,24.25,1,1.0,64.00000089406967,65.05000089406967,,108.41666815678279,1,1,0,0,0,0,59,0,False,False,0,0
5404,site_dynamic,low,False,0.25,0.25,400,12.5,0,0,0,0,,0.0,0,0,0,0,0,0,86,0,False,False,0,0
5404,site_dynamic,medium,False,0.4666666666666667,0.4666666666666667,400,30.0,3,3.0,46.00000059604645,49.00000059604645,,105.00000127724239,3,3,0,0,0,0,50,0,False,False,0,0
5404,site_dynamic,high,False,0.391304347826087,0.391304347826087,400,73.5,108,108.0,82.0000011920929,190.0000011920929,,485.55555860201514,49,0,49,0,0,0,69,0,False,False,0,0
5405,site_small,low,False,0.6666666666666666,0.6666666666666666,180,2.75,0,0,1.0,1.0,,1.5,0,0,0,0,0,0,35,0,False,False,0,0
5405,site_small,medium,False,0.75,0.75,180,1.5,0,0,24.0000002682209,24.0000002682209,,32.00000035762787,0,0,0,0,0,0,24,0,False,False,0,0
5405,site_small,high,False,0.6666666666666666,0.6666666666666666,180,3.75,0,0,39.0000005364418,39.0000005364418,,58.500000804662704,0,0,0,0,0,0,116,0,True,True,0,0
5405,site_medium,low,False,0.7142857142857143,0.7142857142857143,300,10.0,0,0,4.0,4.0,,5.6,0,0,0,0,0,0,48,0,False,False,0,0
5405,site_medium,medium,False,0.3,0.3,300,23.5,0,0,32.000000447034836,32.000000447034836,,106.66666815678279,0,0,0,0,0,0,79,0,False,False,0,0
5405,site_medium,high,False,0.8666666666666667,0.8666666666666667,300,28.0,24,24.0,66.00000089406967,90.00000089406967,,103.84615487777269,14,1,13,0,0,0,39,0,False,False,0,0
5405,site_dynamic,low,False,0.5833333333333334,0.5833333333333334,400,9.5,0,0,0,0,,0.0,0,0,0,0,0,0,55,0,False,False,0,0
5405,site_dynamic,medium,True,1.0,1.0,354,29.25,10,10.0,40.400000527501106,50.50000052750111,50.50000052750111,50.50000052750111,4,0,4,0,0,0,49,0,False,False,0,0
5405,site_dynamic,high,False,0.5217391304347826,0.5217391304347826,400,154.75,289,289.0,82.0000011920929,371.0500011920929,,711.1791689515114,9,2,7,0,0,0,154,0,False,False,0,0
5406,site_small,low,True,1.0,1.0,91,0.25,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,8,0,False,False,0,0
5406,site_small,medium,False,0.75,0.75,180,8.5,0,0,20.0000002682209,20.0000002682209,,26.666667024294537,0,0,0,0,0,0,32,0,False,False,0,0
5406,site_small,high,False,0.8333333333333334,0.8333333333333334,180,8.75,6,6.0,41.0000005364418,47.0000005364418,,56.40000064373016,1,0,1,0,0,0,17,0,False,False,0,0
5406,site_medium,low,False,0.7142857142857143,0.7142857142857143,300,6.0,0,0,1.0,1.05,,1.47,0,0,0,0,0,0,4,0,False,False,0,0
5406,site_medium,medium,True,1.0,1.0,216,10.75,1,1.0,24.600000321865082,25.600000321865082,25.600000321865082,25.600000321865082,1,0,1,0,0,0,28,0,False,False,0,0
5406,site_medium,high,False,0.6666666666666666,0.6666666666666666,300,7.0,0,0,70.00000089406967,70.00000089406967,,105.00000134110451,0,0,0,0,0,0,25,0,False,False,0,0
5406,site_dynamic,low,False,0.4166666666666667,0.4166666666666667,400,6.75,0,0,7.0,7.0,,16.8,0,0,0,0,0,0,83,0,False,False,0,0
5406,site_dynamic,medium,False,0.5333333333333333,0.5333333333333333,400,34.0,0,0,47.00000059604645,47.050000596046445,,88.21875111758709,0,0,0,0,0,0,25,0,False,False,0,0
5406,site_dynamic,high,False,0.5217391304347826,0.5217391304347826,400,18.0,5,5.0,80.0000011920929,85.0000011920929,,162.91666895151138,2,0,2,0,0,0,207,0,True,True,0,0
5407,site_small,low,True,1.0,1.0,67,1.0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,False,False,0,0
5407,site_small,medium,True,1.0,1.0,91,0.5,0,0,9.100000135600567,9.100000135600567,9.100000135600567,9.100000135600567,0,0,0,0,0,0,1,0,False,False,0,0
5407,site_small,high,False,0.8333333333333334,0.8333333333333334,180,14.75,1,1.0,65.0000005364418,66.0000005364418,,79.20000064373016,1,1,0,0,0,0,16,0,False,False,0,0
5407,site_medium,low,False,0.5714285714285714,0.5714285714285714,300,27.75,0,0,87.0,87.0,,152.25,0,0,0,0,0,0,6,0,False,False,0,0
5407,site_medium,medium,False,0.4,0.4,300,7.25,0,0,32.000000447034836,32.05000044703483,,80.12500111758708,0,0,0,0,0,0,68,0,False,False,0,0
5407,site_medium,high,False,0.6666666666666666,0.6666666666666666,300,6.75,4,4.0,60.60000088810921,64.60000088810921,,96.90000133216381,1,0,1,0,0,0,33,0,False,False,0,0
5407,site_dynamic,low,False,0.5,0.5,400,16.5,0,0,2.0,2.0,,4.0,0,0,0,0,0,0,141,0,False,False,0,0
5407,site_dynamic,medium,False,0.7333333333333333,0.7333333333333333,400,64.25,99,99.0,45.00000059604645,144.00000059604645,,196.36363717642698,49,0,49,0,0,0,76,0,False,False,0,0
5407,site_dynamic,high,False,0.08695652173913043,0.08695652173913043,400,25.0,0,0,80.0000011920929,80.0000011920929,,920.0000137090683,0,0,0,0,0,0,197,0,False,False,0,0
5408,site_small,low,True,1.0,1.0,6,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,False,False,0,0
5408,site_small,medium,True,1.0,1.0,116,1.75,0,0,12.60000017285347,12.60000017285347,12.60000017285347,12.60000017285347,0,0,0,0,0,0,18,0,False,False,0,0
5408,site_small,high,False,0.5,0.5,180,9.5,5,5.0,34.60000051558018,39.60000051558018,,79.20000103116035,2,0,2,0,0,0,20,0,False,False,0,0
5408,site_medium,low,False,0.8571428571428571,0.8571428571428571,300,14.0,0,0,43.0,43.05,,50.225,0,0,0,0,0,0,31,0,False,False,0,0
5408,site_medium,medium,False,0.3,0.3,300,5.0,0,0,30.000000447034836,30.000000447034836,,100.00000149011612,0,0,0,0,0,0,91,0,False,False,0,0
5408,site_medium,high,False,0.26666666666666666,0.26666666666666666,300,3.25,0,0,61.00000089406967,61.00000089406967,,228.75000335276127,0,0,0,0,0,0,132,0,False,False,0,0
5408,site_dynamic,low,False,0.5833333333333334,0.5833333333333334,400,15.5,0,0,2.0,2.0,,3.4285714285714284,0,0,0,0,0,0,295,0,True,True,0,0
5408,site_dynamic,medium,False,0.26666666666666666,0.26666666666666666,400,52.0,0,0,136.00000059604645,136.00000059604645,,510.0000022351742,0,0,0,0,0,0,95,0,False,False,0,0
5408,site_dynamic,high,False,0.30434782608695654,0.30434782608695654,400,66.0,62,62.0,80.0000011920929,142.0000011920929,,466.5714324883052,57,56,1,0,0,0,103,0,False,False,0,0
5409,site_small,low,False,0.6666666666666666,0.6666666666666666,180,8.75,0,0,25.0,25.0,,37.5,0,0,0,0,0,0,55,0,False,False,0,0
5409,site_small,medium,True,1.0,1.0,33,0.0,0,0,3.300000049173832,3.300000049173832,3.300000049173832,3.300000049173832,0,0,0,0,0,0,1,0,False,False,0,0
5409,site_small,high,False,0.3333333333333333,0.3333333333333333,180,0.0,0,0,36.0000005364418,36.0000005364418,,108.00000160932541,0,0,0,0,0,0,44,0,False,False,0,0
5409,site_medium,low,False,0.14285714285714285,0.14285714285714285,300,5.0,0,0,0,0,,0.0,0,0,0,0,0,0,31,0,False,False,0,0
5409,site_medium,medium,False,0.9,0.9,300,39.0,44,44.0,50.000000447034836,94.00000044703484,,104.44444494114981,13,2,11,0,0,0,50,0,False,False,0,0
5409,site_medium,high,True,1.0,1.0,91,10.25,1,1.0,21.200000271201134,22.200000271201134,22.200000271201134,22.200000271201134,1,0,1,0,0,0,13,0,False,False,0,0
5409,site_dynamic,low,False,0.6666666666666666,0.6666666666666666,400,13.0,0,0,18.0,18.0,,27.0,0,0,0,0,0,0,195,0,True,True,0,0
5409,site_dynamic,medium,False,0.06666666666666667,0.06666666666666667,400,3.5,0,0,41.00000059604645,41.050000596046445,,615.7500089406967,0,0,0,0,0,0,98,0,False,False,0,0
5409,site_dynamic,high,False,0.6956521739130435,0.6956521739130435,400,58.5,20,20.0,99.0000011920929,119.05000119209289,,171.13437671363354,19,16,3,0,0,0,74,0,False,False,0,0
